Student_ID,Skill_ID
STU0044,SK001
STU0044,SK019
STU0044,SK014
STU0044,SK002
STU0045,SK001
STU0045,SK002
STU0045,SK003
STU0045,SK014
STU0045,SK008
STU0045,SK006
STU0045,SK019
STU0046,SK004
STU0046,SK001
STU0046,SK014
STU0046,SK002
STU0047,SK019
STU0047,SK020
STU0048,SK001
STU0048,SK002
STU0048,SK003
STU0048,SK014
STU0048,SK015
STU0048,SK008
STU0048,SK005
STU0049,SK019
STU0049,SK001
STU0049,SK020
STU0050,SK001
STU0050,SK002
STU0050,SK003
STU0050,SK014
STU0050,SK006
STU0050,SK019
STU0051,SK019
STU0051,SK020
STU0051,SK001
STU0052,SK004
STU0052,SK001
STU0052,SK002
STU0053,SK001
STU0053,SK012
STU0053,SK011
STU0053,SK002
STU0053,SK008
STU0054,SK004
STU0054,SK001
STU0054,SK019
STU0055,SK001
STU0055,SK012
STU0055,SK011
STU0055,SK002
STU0056,SK001
STU0056,SK002
STU0056,SK011
STU0056,SK012
STU0056,SK008
STU0056,SK006
STU0056,SK010
STU0057,SK001
STU0057,SK002
STU0057,SK003
STU0057,SK014
STU0057,SK017
STU0058,SK019
STU0058,SK020
STU0059,SK001
STU0059,SK002
STU0059,SK003
STU0059,SK014
STU0059,SK017
STU0059,SK005
STU0059,SK008
STU0060,SK001
STU0060,SK002
STU0060,SK011
STU0060,SK012
STU0060,SK010
STU0060,SK007
STU0060,SK008
STU0061,SK004
STU0061,SK001
STU0061,SK019
STU0061,SK002
STU0062,SK001
STU0062,SK019
STU0062,SK002
STU0063,SK004
STU0063,SK001
STU0063,SK014
STU0064,SK019
STU0064,SK020
STU0064,SK001
STU0065,SK004
STU0065,SK001
STU0065,SK014
STU0065,SK019
STU0065,SK002
STU0066,SK019
STU0066,SK020
STU0067,SK001
STU0067,SK002
STU0067,SK003
STU0067,SK014
STU0067,SK006
STU0068,SK001
STU0068,SK012
STU0068,SK011
STU0068,SK002
STU0068,SK008
STU0069,SK001
STU0069,SK012
STU0069,SK011
STU0069,SK008
STU0069,SK006
STU0070,SK019
STU0070,SK001
STU0071,SK019
STU0071,SK001
STU0071,SK020
STU0072,SK004
STU0072,SK001
STU0072,SK014
STU0072,SK019
STU0073,SK019
STU0073,SK001
STU0074,SK001
STU0074,SK012
STU0074,SK011
STU0074,SK006
STU0074,SK008
STU0075,SK001
STU0075,SK002
STU0075,SK003
STU0075,SK014
STU0075,SK005
STU0075,SK008
STU0076,SK001
STU0076,SK002
STU0076,SK011
STU0076,SK012
STU0076,SK006
STU0076,SK008
STU0076,SK007
STU0077,SK019
STU0077,SK020
STU0077,SK001
STU0078,SK001
STU0078,SK002
STU0078,SK003
STU0078,SK014
STU0078,SK006
STU0079,SK019
STU0079,SK001
STU0079,SK020
STU0080,SK001
STU0080,SK019
STU0080,SK014
STU0081,SK001
STU0081,SK012
STU0081,SK011
STU0081,SK002
STU0081,SK008
STU0082,SK001
STU0082,SK002
STU0082,SK011
STU0082,SK012
STU0082,SK006
STU0082,SK008
STU0083,SK001
STU0083,SK002
STU0083,SK003
STU0083,SK014
STU0083,SK019
STU0083,SK006
STU0083,SK008
STU0084,SK001
STU0084,SK002
STU0084,SK011
STU0084,SK012
STU0084,SK007
STU0085,SK004
STU0085,SK001
STU0085,SK002
STU0085,SK019
STU0086,SK019
STU0086,SK020
STU0087,SK019
STU0087,SK001
STU0088,SK004
STU0088,SK001
STU0088,SK014
STU0088,SK002
STU0089,SK001
STU0089,SK002
STU0089,SK003
STU0089,SK014
STU0089,SK008
STU0089,SK019
STU0090,SK004
STU0090,SK001
STU0090,SK019
STU0090,SK002
STU0091,SK019
STU0091,SK001
STU0092,SK001
STU0092,SK012
STU0092,SK011
STU0092,SK002
STU0092,SK008
STU0093,SK019
STU0093,SK020
STU0094,SK001
STU0094,SK012
STU0094,SK011
STU0094,SK002
STU0095,SK001
STU0095,SK019
STU0095,SK014
STU0095,SK002
STU0095,SK004
STU0096,SK001
STU0096,SK002
STU0096,SK011
STU0096,SK012
STU0096,SK006
STU0096,SK008
STU0096,SK010
STU0097,SK004
STU0097,SK001
STU0097,SK014
STU0097,SK019
STU0097,SK002
STU0098,SK001
STU0098,SK002
STU0098,SK003
STU0098,SK014
STU0098,SK015
STU0099,SK001
STU0099,SK012
STU0099,SK011
STU0099,SK008
STU0099,SK002
STU0099,SK006
STU0100,SK001
STU0100,SK002
STU0100,SK003
STU0100,SK014
STU0100,SK019
STU0100,SK008
STU0101,SK001
STU0101,SK012
STU0101,SK011
STU0101,SK002
STU0101,SK006
STU0102,SK001
STU0102,SK012
STU0102,SK011
STU0102,SK006
STU0103,SK001
STU0103,SK002
STU0103,SK003
STU0103,SK014
STU0103,SK006
STU0103,SK008
STU0104,SK001
STU0104,SK002
STU0104,SK011
STU0104,SK012
STU0104,SK010
STU0104,SK006
STU0105,SK001
STU0105,SK019
STU0105,SK014
STU0106,SK001
STU0106,SK002
STU0106,SK003
STU0106,SK014
STU0106,SK019
STU0106,SK006
STU0106,SK008
STU0107,SK001
STU0107,SK002
STU0107,SK003
STU0107,SK014
STU0107,SK015
STU0107,SK008
STU0107,SK017
STU0108,SK001
STU0108,SK002
STU0108,SK003
STU0108,SK014
STU0108,SK008
STU0109,SK019
STU0109,SK001
STU0110,SK019
STU0110,SK001
STU0110,SK020
STU0111,SK019
STU0111,SK001
STU0111,SK020
STU0112,SK001
STU0112,SK002
STU0112,SK003
STU0112,SK014
STU0112,SK019
STU0112,SK008
STU0112,SK006
STU0113,SK019
STU0113,SK001
STU0114,SK004
STU0114,SK001
STU0114,SK014
STU0115,SK001
STU0115,SK012
STU0115,SK011
STU0115,SK008
STU0115,SK002
STU0115,SK006
STU0116,SK019
STU0116,SK020
STU0116,SK001
STU0117,SK019
STU0117,SK020
STU0118,SK019
STU0118,SK020
STU0118,SK001
STU0119,SK001
STU0119,SK019
STU0119,SK004
STU0120,SK001
STU0120,SK019
STU0120,SK014
STU0120,SK002
STU0121,SK001
STU0121,SK012
STU0121,SK011
STU0121,SK006
STU0122,SK001
STU0122,SK002
STU0122,SK003
STU0122,SK014
STU0122,SK019
STU0123,SK001
STU0123,SK002
STU0123,SK003
STU0123,SK014
STU0123,SK015
STU0123,SK008
STU0124,SK001
STU0124,SK002
STU0124,SK003
STU0124,SK014
STU0124,SK017
STU0124,SK008
STU0125,SK001
STU0125,SK019
STU0125,SK002
STU0126,SK019
STU0126,SK001
STU0127,SK004
STU0127,SK001
STU0127,SK014
STU0127,SK002
STU0127,SK019
STU0128,SK019
STU0128,SK001
STU0128,SK020
STU0129,SK019
STU0129,SK020
STU0129,SK001
STU0130,SK001
STU0130,SK019
STU0130,SK002
STU0130,SK004
STU0131,SK001
STU0131,SK012
STU0131,SK011
STU0131,SK002
STU0131,SK006
STU0131,SK008
STU0132,SK001
STU0132,SK002
STU0132,SK003
STU0132,SK014
STU0132,SK015
STU0132,SK005
STU0132,SK008
STU0133,SK004
STU0133,SK001
STU0133,SK002
STU0134,SK001
STU0134,SK002
STU0134,SK003
STU0134,SK014
STU0134,SK006
STU0135,SK001
STU0135,SK019
STU0135,SK014
STU0135,SK004
STU0135,SK002
STU0136,SK001
STU0136,SK002
STU0136,SK011
STU0136,SK012
STU0136,SK007
STU0136,SK010
STU0137,SK019
STU0137,SK020
STU0138,SK019
STU0138,SK001
STU0139,SK019
STU0139,SK020
STU0140,SK001
STU0140,SK019
STU0140,SK014
STU0140,SK004
STU0141,SK019
STU0141,SK020
STU0142,SK019
STU0142,SK020
STU0143,SK001
STU0143,SK002
STU0143,SK011
STU0143,SK012
STU0143,SK010
STU0143,SK007
STU0144,SK019
STU0144,SK001
STU0145,SK001
STU0145,SK012
STU0145,SK011
STU0145,SK008
STU0145,SK006
STU0146,SK019
STU0146,SK020
STU0146,SK001
STU0147,SK001
STU0147,SK002
STU0147,SK011
STU0147,SK012
STU0147,SK007
STU0147,SK010
STU0148,SK019
STU0148,SK001
STU0148,SK020
STU0149,SK001
STU0149,SK002
STU0149,SK003
STU0149,SK014
STU0149,SK017
STU0149,SK015
STU0149,SK008
STU0150,SK001
STU0150,SK002
STU0150,SK011
STU0150,SK012
STU0150,SK006
STU0150,SK007
STU0151,SK019
STU0151,SK001
STU0152,SK001
STU0152,SK019
STU0152,SK004
STU0153,SK019
STU0153,SK001
STU0153,SK020
STU0154,SK001
STU0154,SK019
STU0154,SK014
STU0154,SK002
STU0155,SK019
STU0155,SK020
STU0155,SK001
STU0156,SK004
STU0156,SK001
STU0156,SK002
STU0156,SK019
STU0156,SK014
STU0157,SK019
STU0157,SK020
STU0157,SK001
STU0158,SK019
STU0158,SK020
STU0159,SK004
STU0159,SK001
STU0159,SK019
STU0159,SK002
STU0160,SK019
STU0160,SK020
STU0161,SK004
STU0161,SK001
STU0161,SK019
STU0161,SK014
STU0162,SK001
STU0162,SK019
STU0162,SK014
STU0162,SK002
STU0163,SK001
STU0163,SK002
STU0163,SK003
STU0163,SK014
STU0163,SK008
STU0163,SK015
STU0164,SK019
STU0164,SK020
STU0164,SK001
STU0165,SK001
STU0165,SK002
STU0165,SK003
STU0165,SK014
STU0165,SK017
STU0165,SK008
STU0165,SK005
STU0166,SK001
STU0166,SK002
STU0166,SK003
STU0166,SK014
STU0166,SK006
STU0166,SK008
STU0166,SK019
STU0167,SK001
STU0167,SK002
STU0167,SK003
STU0167,SK014
STU0167,SK006
STU0168,SK019
STU0168,SK001
STU0168,SK020
STU0169,SK001
STU0169,SK019
STU0169,SK002
STU0170,SK019
STU0170,SK001
STU0171,SK001
STU0171,SK002
STU0171,SK011
STU0171,SK012
STU0171,SK006
STU0171,SK007
STU0172,SK019
STU0172,SK020
STU0172,SK001
STU0173,SK001
STU0173,SK002
STU0173,SK003
STU0173,SK014
STU0173,SK008
STU0173,SK006
STU0174,SK001
STU0174,SK012
STU0174,SK011
STU0174,SK008
STU0175,SK019
STU0175,SK001
STU0176,SK019
STU0176,SK020
STU0176,SK001
STU0177,SK001
STU0177,SK002
STU0177,SK003
STU0177,SK014
STU0177,SK017
STU0177,SK005
STU0177,SK008
STU0178,SK001
STU0178,SK002
STU0178,SK003
STU0178,SK014
STU0178,SK008
STU0179,SK019
STU0179,SK001
STU0180,SK004
STU0180,SK001
STU0180,SK019
STU0180,SK002
STU0180,SK014
STU0181,SK001
STU0181,SK002
STU0181,SK011
STU0181,SK012
STU0181,SK008
STU0181,SK010
STU0181,SK007
STU0182,SK001
STU0182,SK002
STU0182,SK003
STU0182,SK014
STU0182,SK019
STU0183,SK001
STU0183,SK002
STU0183,SK003
STU0183,SK014
STU0183,SK008
STU0183,SK019
STU0184,SK019
STU0184,SK001
STU0185,SK001
STU0185,SK012
STU0185,SK011
STU0185,SK006
STU0185,SK002
STU0185,SK008
STU0186,SK001
STU0186,SK012
STU0186,SK011
STU0186,SK002
STU0186,SK006
STU0187,SK004
STU0187,SK001
STU0187,SK002
STU0188,SK001
STU0188,SK002
STU0188,SK003
STU0188,SK014
STU0188,SK008
STU0188,SK017
STU0189,SK001
STU0189,SK002
STU0189,SK003
STU0189,SK014
STU0189,SK006
STU0190,SK019
STU0190,SK020
STU0191,SK001
STU0191,SK019
STU0191,SK004
STU0191,SK002
STU0192,SK001
STU0192,SK002
STU0192,SK003
STU0192,SK014
STU0192,SK015
STU0192,SK005
STU0192,SK017
STU0193,SK019
STU0193,SK020
STU0193,SK001
STU0194,SK019
STU0194,SK001
STU0194,SK020
STU0195,SK001
STU0195,SK002
STU0195,SK011
STU0195,SK012
STU0195,SK008
STU0195,SK010
STU0196,SK001
STU0196,SK019
STU0196,SK002
STU0196,SK014
STU0196,SK004
STU0197,SK004
STU0197,SK001
STU0197,SK002
STU0198,SK019
STU0198,SK001
STU0198,SK020
STU0199,SK001
STU0199,SK002
STU0199,SK011
STU0199,SK012
STU0199,SK007
STU0199,SK008
STU0199,SK006
STU0200,SK001
STU0200,SK002
STU0200,SK003
STU0200,SK014
STU0200,SK017
STU0200,SK015
STU0201,SK004
STU0201,SK001
STU0201,SK002
STU0202,SK001
STU0202,SK002
STU0202,SK003
STU0202,SK014
STU0202,SK019
STU0202,SK008
STU0203,SK019
STU0203,SK020
STU0204,SK001
STU0204,SK002
STU0204,SK003
STU0204,SK014
STU0204,SK005
STU0205,SK001
STU0205,SK002
STU0205,SK003
STU0205,SK014
STU0205,SK019
STU0205,SK006
STU0206,SK004
STU0206,SK001
STU0206,SK019
STU0207,SK019
STU0207,SK020
STU0207,SK001
STU0208,SK001
STU0208,SK019
STU0208,SK002
STU0209,SK019
STU0209,SK001
STU0209,SK020
STU0210,SK004
STU0210,SK001
STU0210,SK002
STU0211,SK001
STU0211,SK012
STU0211,SK011
STU0211,SK006
STU0211,SK008
STU0212,SK001
STU0212,SK002
STU0212,SK011
STU0212,SK012
STU0212,SK008
STU0212,SK007
STU0213,SK001
STU0213,SK002
STU0213,SK003
STU0213,SK014
STU0213,SK017
STU0214,SK001
STU0214,SK019
STU0214,SK004
STU0215,SK019
STU0215,SK001
STU0216,SK001
STU0216,SK002
STU0216,SK011
STU0216,SK012
STU0216,SK006
STU0217,SK001
STU0217,SK012
STU0217,SK011
STU0217,SK002
STU0217,SK008
STU0217,SK006
STU0218,SK004
STU0218,SK001
STU0218,SK014
STU0219,SK001
STU0219,SK002
STU0219,SK011
STU0219,SK012
STU0219,SK007
STU0219,SK006
STU0219,SK010
STU0220,SK004
STU0220,SK001
STU0220,SK019
STU0220,SK014
STU0221,SK001
STU0221,SK002
STU0221,SK003
STU0221,SK014
STU0221,SK006
STU0221,SK008
STU0221,SK019
STU0222,SK001
STU0222,SK019
STU0222,SK002
STU0222,SK004
STU0223,SK001
STU0223,SK019
STU0223,SK014
STU0224,SK001
STU0224,SK002
STU0224,SK011
STU0224,SK012
STU0224,SK006
STU0225,SK001
STU0225,SK019
STU0225,SK004
STU0225,SK014
STU0226,SK001
STU0226,SK002
STU0226,SK003
STU0226,SK014
STU0226,SK015
STU0226,SK005
STU0227,SK001
STU0227,SK002
STU0227,SK003
STU0227,SK014
STU0227,SK019
STU0227,SK006
STU0227,SK008
STU0228,SK001
STU0228,SK002
STU0228,SK003
STU0228,SK014
STU0228,SK008
STU0228,SK017
STU0228,SK005
STU0229,SK001
STU0229,SK002
STU0229,SK011
STU0229,SK012
STU0229,SK006
STU0229,SK007
STU0229,SK010
STU0230,SK001
STU0230,SK012
STU0230,SK011
STU0230,SK006
STU0230,SK002
STU0230,SK008
STU0231,SK001
STU0231,SK002
STU0231,SK003
STU0231,SK014
STU0231,SK017
STU0232,SK001
STU0232,SK012
STU0232,SK011
STU0232,SK002
STU0232,SK006
STU0233,SK001
STU0233,SK002
STU0233,SK003
STU0233,SK014
STU0233,SK019
STU0233,SK008
STU0234,SK001
STU0234,SK002
STU0234,SK003
STU0234,SK014
STU0234,SK006
STU0234,SK008
STU0234,SK019
STU0235,SK001
STU0235,SK019
STU0235,SK004
STU0235,SK014
STU0235,SK002
STU0236,SK001
STU0236,SK002
STU0236,SK011
STU0236,SK012
STU0236,SK008
STU0236,SK010
STU0237,SK004
STU0237,SK001
STU0237,SK002
STU0237,SK019
STU0237,SK014
STU0238,SK019
STU0238,SK001
STU0239,SK019
STU0239,SK020
STU0239,SK001
STU0240,SK001
STU0240,SK019
STU0240,SK004
STU0240,SK014
STU0240,SK002
STU0241,SK001
STU0241,SK002
STU0241,SK011
STU0241,SK012
STU0241,SK008
STU0242,SK001
STU0242,SK002
STU0242,SK011
STU0242,SK012
STU0242,SK007
STU0242,SK008
STU0243,SK001
STU0243,SK002
STU0243,SK003
STU0243,SK014
STU0243,SK008
STU0244,SK004
STU0244,SK001
STU0244,SK002
STU0244,SK019
STU0245,SK019
STU0245,SK020
STU0245,SK001
STU0246,SK019
STU0246,SK020
STU0247,SK019
STU0247,SK020
STU0247,SK001
STU0248,SK001
STU0248,SK002
STU0248,SK003
STU0248,SK014
STU0248,SK008
STU0248,SK019
STU0248,SK006
STU0249,SK004
STU0249,SK001
STU0249,SK014
STU0250,SK001
STU0250,SK012
STU0250,SK011
STU0250,SK002
STU0250,SK006
STU0251,SK001
STU0251,SK002
STU0251,SK011
STU0251,SK012
STU0251,SK007
STU0251,SK008
STU0251,SK010
STU0252,SK001
STU0252,SK002
STU0252,SK003
STU0252,SK014
STU0252,SK008
STU0252,SK015
STU0253,SK001
STU0253,SK002
STU0253,SK003
STU0253,SK014
STU0253,SK019
STU0253,SK008
STU0253,SK006
STU0254,SK001
STU0254,SK019
STU0254,SK014
STU0254,SK004
STU0254,SK002
STU0255,SK001
STU0255,SK002
STU0255,SK011
STU0255,SK012
STU0255,SK007
STU0255,SK006
STU0256,SK004
STU0256,SK001
STU0256,SK014
STU0256,SK002
STU0256,SK019
STU0257,SK004
STU0257,SK001
STU0257,SK019
STU0257,SK014
STU0257,SK002
STU0258,SK004
STU0258,SK001
STU0258,SK019
STU0259,SK001
STU0259,SK002
STU0259,SK011
STU0259,SK012
STU0259,SK010
STU0259,SK008
STU0260,SK001
STU0260,SK002
STU0260,SK003
STU0260,SK014
STU0260,SK008
STU0260,SK005
STU0260,SK017
STU0261,SK001
STU0261,SK002
STU0261,SK003
STU0261,SK014
STU0261,SK006
STU0261,SK008
STU0262,SK001
STU0262,SK002
STU0262,SK011
STU0262,SK012
STU0262,SK010
STU0263,SK019
STU0263,SK001
STU0264,SK001
STU0264,SK002
STU0264,SK003
STU0264,SK014
STU0264,SK006
STU0264,SK019
STU0265,SK004
STU0265,SK001
STU0265,SK002
STU0265,SK014
STU0265,SK019
STU0266,SK001
STU0266,SK002
STU0266,SK003
STU0266,SK014
STU0266,SK006
STU0267,SK001
STU0267,SK019
STU0267,SK014
STU0267,SK004
STU0267,SK002
STU0268,SK019
STU0268,SK001
STU0268,SK020
STU0269,SK004
STU0269,SK001
STU0269,SK002
STU0270,SK019
STU0270,SK001
STU0270,SK020
STU0271,SK004
STU0271,SK001
STU0271,SK002
STU0271,SK014
STU0272,SK001
STU0272,SK012
STU0272,SK011
STU0272,SK008
STU0272,SK002
STU0272,SK006
STU0273,SK001
STU0273,SK012
STU0273,SK011
STU0273,SK008
STU0274,SK004
STU0274,SK001
STU0274,SK014
STU0274,SK019
STU0275,SK019
STU0275,SK001
STU0276,SK001
STU0276,SK002
STU0276,SK003
STU0276,SK014
STU0276,SK019
STU0276,SK006
STU0276,SK008
STU0277,SK019
STU0277,SK020
STU0277,SK001
STU0278,SK001
STU0278,SK012
STU0278,SK011
STU0278,SK006
STU0278,SK008
STU0278,SK002
STU0279,SK001
STU0279,SK019
STU0279,SK004
STU0279,SK002
STU0279,SK014
STU0280,SK001
STU0280,SK002
STU0280,SK003
STU0280,SK014
STU0280,SK015
STU0280,SK017
STU0280,SK005
STU0281,SK001
STU0281,SK019
STU0281,SK002
STU0282,SK001
STU0282,SK019
STU0282,SK004
STU0283,SK001
STU0283,SK002
STU0283,SK003
STU0283,SK014
STU0283,SK006
STU0284,SK001
STU0284,SK019
STU0284,SK014
STU0285,SK001
STU0285,SK002
STU0285,SK003
STU0285,SK014
STU0285,SK019
STU0285,SK008
STU0286,SK001
STU0286,SK012
STU0286,SK011
STU0286,SK002
STU0286,SK008
STU0287,SK001
STU0287,SK002
STU0287,SK003
STU0287,SK014
STU0287,SK019
STU0287,SK008
STU0288,SK019
STU0288,SK001
STU0288,SK020
STU0289,SK019
STU0289,SK001
STU0289,SK020
STU0290,SK001
STU0290,SK012
STU0290,SK011
STU0290,SK008
STU0291,SK004
STU0291,SK001
STU0291,SK019
STU0292,SK004
STU0292,SK001
STU0292,SK002
STU0293,SK001
STU0293,SK019
STU0293,SK002
STU0294,SK019
STU0294,SK001
STU0295,SK001
STU0295,SK012
STU0295,SK011
STU0295,SK008
STU0295,SK006
STU0296,SK001
STU0296,SK002
STU0296,SK003
STU0296,SK014
STU0296,SK006
STU0296,SK008
STU0297,SK001
STU0297,SK019
STU0297,SK014
STU0297,SK004
STU0297,SK002
STU0298,SK001
STU0298,SK012
STU0298,SK011
STU0298,SK008
STU0298,SK006
STU0298,SK002
STU0299,SK001
STU0299,SK019
STU0299,SK004
STU0300,SK001
STU0300,SK002
STU0300,SK011
STU0300,SK012
STU0300,SK008
STU0301,SK001
STU0301,SK012
STU0301,SK011
STU0301,SK006
STU0301,SK008
STU0301,SK002
STU0302,SK001
STU0302,SK002
STU0302,SK003
STU0302,SK014
STU0302,SK006
STU0303,SK001
STU0303,SK002
STU0303,SK003
STU0303,SK014
STU0303,SK005
STU0303,SK008
STU0303,SK015
STU0304,SK019
STU0304,SK020
STU0305,SK019
STU0305,SK001
STU0305,SK020
STU0306,SK001
STU0306,SK002
STU0306,SK003
STU0306,SK014
STU0306,SK019
STU0307,SK001
STU0307,SK002
STU0307,SK003
STU0307,SK014
STU0307,SK017
STU0307,SK005
STU0308,SK019
STU0308,SK001
STU0308,SK020
STU0309,SK004
STU0309,SK001
STU0309,SK002
STU0309,SK014
STU0310,SK001
STU0310,SK012
STU0310,SK011
STU0310,SK006
STU0311,SK019
STU0311,SK020
STU0311,SK001
STU0312,SK001
STU0312,SK002
STU0312,SK003
STU0312,SK014
STU0312,SK008
STU0312,SK006
STU0312,SK019
STU0313,SK001
STU0313,SK002
STU0313,SK011
STU0313,SK012
STU0313,SK010
STU0314,SK019
STU0314,SK020
STU0314,SK001
STU0315,SK004
STU0315,SK001
STU0315,SK019
STU0315,SK014
STU0316,SK019
STU0316,SK020
STU0316,SK001
STU0317,SK004
STU0317,SK001
STU0317,SK019
STU0318,SK019
STU0318,SK020
STU0318,SK001
STU0319,SK001
STU0319,SK012
STU0319,SK011
STU0319,SK002
STU0320,SK001
STU0320,SK002
STU0320,SK003
STU0320,SK014
STU0320,SK019
STU0320,SK006
STU0321,SK001
STU0321,SK002
STU0321,SK003
STU0321,SK014
STU0321,SK008
STU0321,SK019
STU0322,SK001
STU0322,SK002
STU0322,SK003
STU0322,SK014
STU0322,SK006
STU0323,SK001
STU0323,SK002
STU0323,SK003
STU0323,SK014
STU0323,SK019
STU0323,SK006
STU0323,SK008
STU0324,SK001
STU0324,SK002
STU0324,SK011
STU0324,SK012
STU0324,SK006
STU0324,SK010
STU0325,SK001
STU0325,SK012
STU0325,SK011
STU0325,SK002
STU0325,SK008
STU0326,SK019
STU0326,SK020
STU0327,SK001
STU0327,SK012
STU0327,SK011
STU0327,SK008
STU0328,SK001
STU0328,SK002
STU0328,SK011
STU0328,SK012
STU0328,SK008
STU0329,SK001
STU0329,SK002
STU0329,SK011
STU0329,SK012
STU0329,SK010
STU0329,SK008
STU0329,SK007
STU0330,SK001
STU0330,SK002
STU0330,SK003
STU0330,SK014
STU0330,SK017
STU0330,SK015
STU0331,SK001
STU0331,SK002
STU0331,SK003
STU0331,SK014
STU0331,SK008
STU0332,SK001
STU0332,SK002
STU0332,SK003
STU0332,SK014
STU0332,SK006
STU0332,SK008
STU0332,SK019
STU0333,SK019
STU0333,SK020
STU0334,SK001
STU0334,SK002
STU0334,SK011
STU0334,SK012
STU0334,SK008
STU0334,SK007
STU0335,SK001
STU0335,SK002
STU0335,SK003
STU0335,SK014
STU0335,SK008
STU0335,SK005
STU0335,SK015
STU0336,SK004
STU0336,SK001
STU0336,SK002
STU0336,SK019
STU0336,SK014
STU0337,SK001
STU0337,SK002
STU0337,SK011
STU0337,SK012
STU0337,SK008
STU0337,SK007
STU0338,SK001
STU0338,SK002
STU0338,SK003
STU0338,SK014
STU0338,SK019
STU0338,SK008
STU0339,SK001
STU0339,SK002
STU0339,SK011
STU0339,SK012
STU0339,SK010
STU0339,SK006
STU0340,SK004
STU0340,SK001
STU0340,SK014
STU0340,SK002
STU0340,SK019
STU0341,SK019
STU0341,SK020
STU0341,SK001
STU0342,SK004
STU0342,SK001
STU0342,SK002
STU0342,SK019
STU0342,SK014
STU0343,SK001
STU0343,SK002
STU0343,SK003
STU0343,SK014
STU0343,SK019
STU0343,SK006
STU0343,SK008
STU0344,SK001
STU0344,SK002
STU0344,SK003
STU0344,SK014
STU0344,SK006
STU0345,SK001
STU0345,SK012
